ILMN_Gene
DEFA1
FAM134B
TAP1
DIO2
MTTP
PHYH
H2AFY
NSMAF
PHLDA1
SAA4
CCND2
PLGLB1
PRMT3
RASGRP3
TULP4
LAMB3
LOC648526
ASL
DBNDD2
NPL
PTGES2
DNAJC25
CDC42SE1
C21ORF58
HLTF
APOC4
PLIN2
LOC440926
CUTA
CXCR7
LOC202781
DCLRE1C
CYP4A22
GLS2
HRASLS3
CYC1
NUP62
LOC100128062
SLC44A3
LOC25845
ATL3
CYP3A5
CYP1A1
HLA-F
IGSF1
CSF2RA
CFP
PDCL3
TNFSF14
FABP5L2
MTFR1
RUVBL1
HS.534061
MTHFD1
NCBP2
HIST2H2AA4
AZI1
HSD17B14
SLC13A5
QRFPR
CETP
SAC3D1
MTHFD1L
OCIAD1
TNFRSF19
FST
TMEM4
CSAD
C1ORF19
ACAT1
SCARA3
CCL8
BCKDHB
RALY
LDLR
RB1CC1
RND1
RGN
PCK2
GORASP2
LOC100128086
LOC388524
VIL1
HIATL2
HS.544637
LOC652624
KIAA0114
BLZF1
CXCR7
PAPSS1
CFHR4
ASGR2
FAM119A
C20ORF118
LOC100129673
SPSB3
LOC100129269
FGG
GPATCH4
SPG7
TMEM69
NEU4
MT1M
STC2
APOLD1
ADM
GTF2IP1
RBP4
PLG
VPS37B
C15ORF63
HSPA4
TACSTD1
SPTLC1
ABAT
CAV1
LOC440160
ANGPTL4
FANCG
PUF60
PRELID1
MBD4
WDYHV1
PA2G4
SUB1
LOC100128084
ATP2B4
LOC650832
ANO1
KIAA1688
TPX2
TUBB2A
CYP2D7P1
ALDH8A1
NOP10
TMEM147
LPA
SSX1
LOC653458
THOC5
GNS
TCTEX1D2
IRF2BP2
H3F3A
EID2B
MAPRE1
CBR4
TMED3
LOC652489
TMED9
PTRH1
C6ORF89
LHFPL2
FAHD2A
AGPAT1
SOCS3
HS.579631
LOC654164
HLA-B
TBCC
SMOC1
LOC648000
ELFN2
PPARG
GRHPR
TOMM20
ZSCAN2
HAAO
PTH1R
WNT5A
LOC649049
P2RX4
LOC100128505
RBM3
DNAJB6
DBN1
TMEM16A
ITPKA
FTHL7
SMAD6
IER2
CDCA8
C2ORF44
CD36
NUDT1
RNF43
PROC
ULK4
TRIM6
TMPRSS3
MGC26356
LOC100132391
TSC22D3
ZNF200
TMEM17
CICE
RHBDF2
C9ORF80
NP
LOC648852
TUBB
ATP1A1
MRPL24
C2ORF18
ZNF394
ACADL
AKR1D1
HADH
TSPY2
COLEC11
CATSPER2
PTDSS1
RHBDL2
LOC348840
RAB3B
DHRS1
LOC151162
ALDH1B1
CNOT6
ZNF364
LOC730187
TNC
MYCN
C5ORF33
PPP1R16A
TFR2
TROVE2
LOC128192
RAB7L1
FCGR2A
SLC2A6
NFKBIZ
HS.435263
VPS28
YIF1B
NR0B2
LOC728031
HLA-DRB4
UQCRH
ADNP
C21ORF24
UFC1
CCL19
CNKSR3
ZNF549
C20ORF56
ACSM1
DENND5A
SNAP23
TRIP13
LOC731314
ARFGEF2
SPARC
LOC440928
C4ORF34
PPM1K
HS.412918
TMEM55B
ERLIN1
DRG1
UBE2Z
LOC100128086
HNRNPR
HOOK1
OSGIN2
PIAS3
PAGE2B
FKBP14
ME2
SORBS2
ZNF252
PLIN
FAM195B
GLUD1
CNGA1
BEX2
PAGE5
LOC729779
DPM1
C1ORF109
FER1L3
ZMAT2
C1R
GNL3
LONP2
LOC100133372
LGALS3
DMGDH
RDH10
LOC730278
PTCD1
LOC648210
LOC650215
FLJ10986
C1ORF31
TAX1BP1
WDR23
NFXL1
LOC643357
SF3B14
LOC650152
LPGAT1
SPRYD3
MAP2
CHD7
HS.163752
MRPL24
CDAN1
LEPR
SMAD5
ALAS1
MAPK13
HRSP12
ARMC7
STIL
CXCL12
PLEKHB2
CCNC
DYNLRB1
XRCC2
EPHX2
SCARNA9
MCM4
CYFIP2
C6ORF129
GOSR2
AIRE
ACACA
SPRY2
HMGCS1
GNL3
SFRP5
KIAA0664
PDGFA
LOC653419
C15ORF48
UCHL5
PSMA6
IMPDH2
ARPC5
SEMA3E
NHP2L1
KLHL36
NR3C2
RNASE4
STAT1
RNF34
SLC25A15
BID
MLEC
SLC43A2
CPS1
PANX2
IYD
LOC646282
VBP1
WDR55
TNFSF15
SCGB3A1
STT3A
SLC16A9
CA2
RPAP1
FAM40B
HPN
H3F3A
AHCTF1
PXMP2
RFC3
ADM2
CPVL
PARP1
LOC642477
HIST2H2BE
CDK10
ATP6V1E1
PFDN6
TMPO
SMARCAL1
HSPA4
C6ORF153
BRP44
AKR7A3
MAFF
HSD17B7
LILRB5
CORO1B
CFHR3
ECT2
FAM69B
SNAI2
THOP1
CSAD
IMPDH1
STK39
ARF4
VPS41
ANAPC11
FRZB
ANKRD24
IQGAP2
MMP12
LARP1B
AGTRAP
SNX16
MYO5C
MRPS23
GLTPD2
PPHLN1
SHFM1
ARL2
LOC439953
ZNF486
MFSD2
CPNE3
FGGY
MAGEA6
CPVL
SNORD3A
BMPER
TMEM154
UGT1A6
BHMT2
EHD4
LOC652595
CHRAC1
HIST1H1C
RNASE4
CTSL2
SLC9A6
LOC100130562
APOA1BP
PPP1CC
HOPX
KHK
ARRDC2
CKB
TBL2
IL1RAP
RPL23A
LOC646849
MATR3
FBLN7
CUTA
CBS
COLEC12
CCNF
CYP2C18
HPD
SSBP1
BGN
NR4A2
LRRC31
C17ORF61
FTHL2
PROM1
TMEM45A
PHYHIPL
IDI1
DCUN1D3
TMCO1
LOC645385
FAM164C
ENY2
SNTB1
NOP2
SLC10A1
SLC35E3
PACSIN3
C20ORF117
PDLIM7
ACTB
LOC730313
M6PRBP1
CD74
NSUN6
FNDC1
CD14
CORO1B
PDE6D
LASS5
CCT8
DUSP10
C6ORF47
CTH
ABAT
COL18A1
CYP2J2
FTHL11
VOPP1
ANG
ENO1
LOC647349
RRAS
AGXT2
POFUT1
MCART1
BCYRN1
ANGPTL4
RRP12
MAP2K3
CFHR3
EXOSC5
ARPC1B
COL6A3
PTPLAD2
C14ORF106
ORC3L
GPR89A
CPD
COPZ1
C21ORF33
PDIA3P
TUBB4Q
IL13RA2
MED22
SLC41A3
HPX
CAPNS1
LOC440349
CYP7A1
BMI1
RNASE4
ZNF207
HEATR1
TAX1BP3
LOC440704
MANBAL
ZDHHC9
AMBP
FANCE
GTPBP4
F7
PAGE5
GSDMB
ADCK2
TXNDC9
APH1A
SLC25A37
EPCAM
SLCO1B1
SMYD2
RGN
MAD2L1BP
KCTD6
FGA
CYP4F22
C1ORF168
KLF2
EZH2
RAB5C
HIATL1
CHMP5
ADH1A
GPX7
FLJ46309
TDO2
COL3A1
STX6
MST1
DUSP10
C8ORF37
CRLF3
CFI
DCN
HCG2P7
OKL38
CYYR1
GLUL
NOTUM
SRC
SLC22A12
HCFC1
C20ORF46
MID1IP1
SLC35E1
SUV39H1
ASCC3
POGK
PDIA6
LOC647000
SVEP1
LOC647307
FCAMR
EFR3A
CREB1
GCGR
MUT
NUAK1
HS.537002
LOC100133298
SNORD3C
CD2AP
APH1B
KLHL5
DKFZP564J102
ZADH2
LOC100130892
CD1D
COX6C
LOC100129362
LOC644214
HS.415576
HIF1A
NPLOC4
CREB3L2
D2HGDH
PYCARD
PEG10
PCK2
RNU1G2
LPPR1
NUDT5
ATP2A2
CCL3L3
SPAG7
MCM8
MCM5
LOC729009
CTNNA1
SESTD1
KDELR2
LOC100130445
HLA-DRA
LOC642197
GLT25D1
PLEKHA9
ZC3H3
RNU1-3
GVIN1
ADHFE1
FOXM1
FADD
PIGU
NSDHL
LOC728128
DPYSL3
GLIPR1
TOMM5
DYNLRB1
PRAMEF10
SULT2A1
CCL2
ITGB1BP1
NR1I3
STRA13
GADD45A
IL6
MLEC
POLD1
SPATS2L
HIST2H2AA3
GOLM1
FAM60A
PON2
SLC44A1
SMARCD1
SNRPB2
LAMA4
TMEM185B
COCH
BHMT
LPPR2
LOC100134504
PRAMEF4
SLC23A2
CCDC107
GSTTP2
STIP1
SLC7A6
C11ORF1
SERPINH1
SLC39A14
C15ORF41
PPP1R3C
TM9SF1
IFI27L1
FCGR2A
HDAC6
SMARCC1
CD44
SEC24B
LIME1
IGF1
ELL2
SLC1A4
PPAP2B
ASAP3
CAPN3
CPSF4
RNF144
RTP4
F2
LOC442454
VBP1
PPP2R2A
A1CF
LSR
LOC388339
GPIHBP1
ZHX2
C9ORF10OS
HSPH1
AGBL5
TSNAX
RGS2
C1ORF131
VPS35
CDC14B
PLA2G7
UBAP2
GAPDH
FSTL5
GALNTL4
PAGE2
LOC728481
LOC730107
RBM12
LOC100134537
XPO1
APEX2
TAGLN
TRIM27
SUCLG2
LILRB1
LOC653071
MAGED2
LOC338758
ST14
RHOQ
MOBKL2B
GRINA
SNORD48
ABCA6
